Tiktoker name,Subscribers,Views,Likes,Comments,Shares,Month
tuckerbudzyn,10.6M,959.7K,168.8K,293,1.9K,11
tuckercomedy,2.5M,3.7M,769.5K,1.9K,5.1K,11
tuckot,2.8M,892.7K,140.2K,1K,7K,12
tuckot,2.7M,891K,133.6K,1.1K,4.4K,11
turmadavalzinhaoficial,9.6M,1.4M,146.5K,1.3K,2.5K,12
twice_tiktok_official,18.4M,8M,1.6M,15.9K,10.6K,11
twice_tiktok_officialjp,4.8M,1.3M,276.5K,4.8K,2.9K,12
twinny__girls,7.3M,1.9M,181.7K,2.5K,677,12
twistedpennywise,17.6M,2.5M,260.6K,1.3K,1.4K,11
twitchtok7,5.6M,12.1M,678.2K,11.7K,6.5K,12
txt.bighitent,19M,3M,847.2K,13.9K,9.8K,12
txt.bighitent,18.5M,4.3M,1.5M,29K,11.2K,11
tyshonlawrence,18.5M,1.2M,176.8K,2.1K,528,12
u.ueung,1.2M,1.8M,156.5K,926,258,11
ufc,12.7M,1.7M,154.3K,1.4K,1.7K,11
ufozero2,778.4K,1.4M,158.9K,282,1.8K,11
ugolord,6.4M,1.7M,142.7K,1.8K,223,12
ugolord,6.3M,1.4M,128.8K,2.3K,275,11
ugolord,6.3M,1.4M,128.8K,2.3K,275,11
ujoaozinho,9M,2.8M,447.5K,273,292,12
ujoaozinho,8.9M,3.5M,382.4K,427,319,11
una_arana,77K,2.4M,262.3K,527,217,12
unkabogableviceganda,10.2M,4.5M,564.6K,1.3K,537,11
unlabeled_,1.4M,2.4M,399.9K,923,577,12
unlabeled_,1.3M,1.7M,353K,1K,287,11
unnecessaryinventions,6M,3.1M,303.1K,2.5K,876,12
unnecessaryinventions,6M,1.6M,314K,1.8K,814,11
upinipin.official,11.1M,2.5M,127.7K,1K,848,11
urbantheory_,19.8M,18.5M,1.9M,5.4K,16.3K,12
ustazebitlew,4.6M,2.7M,213.1K,6K,5.6K,12
ustazebitlew,4.4M,1.1M,123.2K,2.9K,2.7K,11
vadik_dikiy,2.1M,1.3M,107K,685,3.6K,11
valennaihomi,401.7K,2.7M,140.3K,955,219,12
valenrewah,8.3M,5.1M,540.8K,1K,699,11
vanbanger,958.6K,1.4M,220.1K,1.9K,2.7K,11
vanessalopesr,26.9M,2.9M,275.6K,2.2K,1.3K,12
vanessalopesr,26.5M,3.3M,345K,2.4K,1.4K,11
venomlive85,1.1M,2.9M,217.9K,1.8K,410,11
vhackerr,15.2M,1.6M,263.3K,2.2K,856,12
vhackerr,15M,2.8M,473.9K,3.8K,2.1K,11
vibin.wit.tay,5.4M,2.5M,486.4K,3.2K,11.4K,12
vibin.wit.tay,5.1M,4.2M,897.3K,7.7K,39.6K,11
victormelo,22.9M,1.7M,260.1K,1K,1.2K,12
victormelo,22.4M,3M,562.2K,2K,2.2K,11
victtoriamedeiros,8.7M,2.8M,337.1K,1.2K,2.5K,12
vida.perruna,2.7M,2M,209.5K,778,1.2K,12
vidhia_r,7.7M,1.4M,163.4K,5.3K,2.8K,12
vidhia_r,7.5M,1.4M,168.8K,3.6K,1.7K,11
vienhz,29.8K,2.4M,222.7K,990,856,12
vietphuongthoa98,12.2M,2.4M,224.3K,801,287,12
vietphuongthoa98,11.9M,2.2M,223.1K,726,265,11
vilmeijuga,21.4M,3.3M,267.5K,2.1K,1.4K,12
vilmeijuga,20.4M,2.1M,183.8K,2.2K,2K,11
vincentgiganteee,2.6M,3.3M,607.7K,1K,1.7K,12
vinhlion77777,5.8M,2.5M,107.5K,1.8K,220,12
viraltvro,249.7K,3.7M,111.8K,927,4.8K,12
virginiafonseca,35.3M,2.2M,188.2K,916,356,12
virginiafonseca,34.8M,2.8M,393.3K,1.1K,720,11
vivi,13.4M,1.9M,232.7K,1.2K,432,12
viviindrawatyy,976.8K,1.7M,154.9K,968,352,11
vlad_shevchenko,1M,1.4M,125.7K,350,2.9K,12
voronina_valeria_,4.2M,4.9M,278.1K,969,698,12
waguinhov,6.1M,1.6M,153.6K,434,979,11
werenotreallystrangers,4.8M,2M,315.9K,2.8K,5.4K,12
whatslucasup2,467.7K,3.6M,301.7K,3.3K,5.9K,12
wigofellas,35M,2.9M,172.1K,920,1.1K,12
wigofellas,35M,2.9M,172.1K,920,1.1K,11
willdevane,1.4M,1.3M,111.5K,521,2.7K,11
williamlast_krm,9M,2.1M,174.1K,2.5K,1.6K,12
williamlast_krm,7.7M,1.9M,152.4K,1.6K,1.1K,11
williesalim,20.9M,13M,888.6K,5K,3.8K,12
williesalim,19.4M,4.9M,299.1K,4K,2.7K,11
willsmith,73M,4.7M,514.6K,2.2K,2K,12
winnermaxyt,7.1M,6.4M,421.5K,1.7K,3.4K,12
winnermaxyt,6.2M,4M,318.2K,1.1K,1K,11
winniedom,499.7K,1.8M,305.5K,2K,5.2K,12
wisdm8,8.7M,1.4M,199.7K,1.3K,415,12
wissensbert,2.3M,1.3M,183.1K,973,1.2K,11
wren.eleanor,17.4M,2.7M,344.3K,333,429,11
wuesilva,14.3M,3M,305.4K,1.4K,2.5K,12
wuesilva,13.8M,4.4M,540.1K,4.1K,3.9K,11
www.luluca,2.9M,1.2M,121.5K,5.2K,1.9K,12
www.luluca,2.6M,1.8M,202.1K,5.9K,2.5K,11
xelitobelek,1.2M,2.5M,336.7K,64.8K,192,12
xibibrothers,8.9M,2.9M,247.3K,705,786,12
xibibrothers,8.6M,1.7M,201.7K,354,655,11
xule079,1.8M,5.3M,235.1K,2K,213,12
xxlechuga,7.1M,1.5M,262.9K,1K,485,12
xxlechuga,6.6M,1.2M,212K,1.3K,413,11
yailinlamasviraloficial_,6.1M,25M,1.7M,16.6K,5.3K,12
yano4kaa.aaa,4.7M,9.2M,1M,1.6K,3.1K,12
yano4kaa.aaa,4.3M,2.9M,434.6K,1.6K,1.8K,11
yaraandomarr,1.3M,3M,88.3K,767,708,11
yasincengiz38,4.1M,2.1M,112.8K,1.4K,2.9K,12
yasincengiz38,3.3M,2M,137.7K,1.4K,3K,11
yass_ootd,1M,1.5M,230.1K,1.1K,495,12
yass_ootd,779.9K,1.3M,221.2K,840,629,11
yazidzohri,2.8M,1.5M,96.1K,14.2K,2.3K,12
yazidzohri,2.8M,3.2M,237.9K,2.4K,816,11
ybsbrodie,4.7M,2.3M,181.4K,706,176,11
yefersoncossio,14.2M,2.8M,266.2K,554,253,12
yerimuaa,5.3M,7.3M,645.7K,1.4K,485,12
yerimuaa,4.1M,3.2M,239.7K,684,268,11
yesimresmi1,17.5M,2.7M,166K,874,425,12
ygnazz,2.5M,2.2M,318.9K,1.7K,2.3K,12
yogabukanhyuga,199.1K,2.4M,231.6K,639,2.6K,11
yonumo,270.8K,796.9K,219.5K,1.6K,2.3K,12
yosoyapple,835K,2M,128.5K,509,972,11
yossikramer,145.6K,26.8M,2.2M,30.1K,71.2K,11
youngji_02,2.2M,1.4M,293.3K,820,240,12
youngswagonoriginal,5.7M,2.7M,450.1K,1.2K,3.4K,11
yourmommadontdance,287.6K,4.2M,273.8K,734,126,11
ytietofficial,3.7M,1M,54.3K,1.2K,7.1K,12
yucholoco,3M,5M,364K,1.7K,1.6K,11
yunggravy,7M,1.8M,313.1K,925,1.1K,12
yura.yunita,1.1M,2.7M,340.6K,1.6K,1.2K,12
yurielkysojeda,15.7M,1.7M,246.3K,967,2K,12
yurielkysojeda,15.5M,2.2M,280.8K,995,1.5K,11
yurilamasbella,2.8M,1.7M,191.6K,2.7K,3.8K,12
yurinya1128,795.5K,4M,194.7K,2.1K,887,12
yvesbissonsturgeonco,1.2M,8.2M,320K,3K,11.8K,12
yzn47,8.9M,48.9M,998.4K,16.3K,60.9K,12
z4_pucho,796.1K,984.5K,144.8K,1.2K,1.3K,11
zachjustice,4.7M,1.6M,280.8K,546,1.5K,11
zachking,72.1M,11.5M,466.4K,1.6K,1.5K,12
zachking,70.7M,9.3M,591K,1.1K,1.4K,11
zachlanebryan,1.3M,958.4K,212.8K,2.4K,7.3K,12
zackbarbour,3.1M,1.5M,139.6K,1.2K,3.1K,11
zainah.mb,2.1M,1M,241.3K,996,3.8K,12
zainah.mb,2M,1.5M,278.5K,818,2.3K,11
zamirrvillamil,2.6M,1.3M,273K,648,768,12
zdotss,2.1M,2M,221.2K,1K,1.5K,11
zeinabharake,14.7M,1.8M,233.8K,474,353,11
zeinazeee,4.1M,3.7M,225.4K,1K,807,11
zeth,13M,3M,546.3K,1.1K,3K,11
zhcyt,15.4M,3.3M,466K,1.5K,410,12
zodiac.boyfriend,2.7M,4M,386.7K,7.4K,5.9K,12
zodiac.boyfriend,2.4M,1.6M,207.3K,2.1K,2.6K,11
zusjeofficial,8.3M,6.1M,334.6K,2.7K,1.2K,12
zzri9a,1M,1.7M,106.6K,1.4K,1.2K,12
ekin.721,221.7K,26M,2.8M,29.4K,116.4K,0
dojacat,22.2M,25.4M,5M,36.7K,46.8K,0
kiet.ac.quy,2.1M,20.7M,3.5M,38.8K,33.9K,0
charlidamelio,135.4M,18.7M,2.6M,54.7K,35.2K,0
luvadepedreiro,11.4M,24.8M,2.6M,32.7K,26.8K,0
badbunny,16.1M,17.6M,4M,28K,26.2K,0
khaby.lame,135.2M,17.7M,2.3M,18K,11.2K,0
leomahalo,6.8M,19M,2.2M,11.8K,14.4K,0
swagboygorringe,5.6M,9.9M,1.8M,25.3K,35.9K,0
jennmelon,2M,11M,2.3M,15.1K,24.5K,0
jounggustav,1.9M,16.4M,2.2M,9.9K,13.4K,0
txt.bighitent,16.2M,7.7M,1.8M,33.2K,12.2K,0
pongamoslo_a_prueba,30.4M,16M,2.5M,6.3K,7.3K,0
bdylanhollis,7.6M,8.6M,1.6M,11.5K,20K,0
lyczak,1.5M,11.8M,1.4M,16.1K,8.6K,0
juandamc,17.1M,7.5M,1.7M,9.1K,19.5K,0
lifeinanimati0n,745.2K,6.2M,1.1M,8.8K,40.2K,0
zlusha,2M,7.2M,1.1M,12.9K,29.5K,0
amauryguichon,5.4M,11M,1.6M,5.8K,13.3K,0
eupereiraoficial,4.6M,12.2M,1.2M,5.7K,11.5K,0
druskitv,3.2M,6.4M,1.2M,7.7K,25.9K,0
adrianbliss,5.2M,7.7M,1.5M,5.4K,16K,0
kimberly.loaiza,61M,9.9M,1.3M,14.1K,4.5K,0
deborahyowa,10.3M,12.6M,688.7K,17K,9.1K,0
nekoglai,9.4M,8.5M,982.3K,22.5K,4.4K,0
domelipa,50.7M,7.9M,1.2M,17.3K,6.2K,0
diego.cr_,238.1K,9.1M,845K,9.1K,19.5K,0
addisonre,87.3M,9.3M,1.2M,13.4K,5.9K,0
mastertingus,1.5M,4.2M,859.2K,25.1K,33.8K,0
santandave,1.1M,6.2M,1M,21.3K,12K,0
machinegunkelly,3.4M,10.8M,822.6K,13.7K,9K,0
bellapoarch,88.5M,11.1M,1M,14.3K,1.6K,0
daddyyankee,10.4M,6M,696.3K,18.1K,20.6K,0
official_nct,7.3M,3.2M,1.2M,23.1K,17.6K,0
zeth,10.8M,6.6M,1.3M,4.1K,12.8K,0
larrayeeee,25.6M,5.4M,1.2M,17.6K,4.1K,0
mrbeast,34.7M,6.8M,1.1M,16.1K,1.5K,0
jypestraykids,10.8M,2.9M,1.1M,27.6K,12K,0
iamferv,26.1M,7.8M,1.1M,10.3K,3.8K,0
nicocaponecomedy,20.3M,11.8M,691.8K,3.9K,10.2K,0
honeybobabear,7.8M,10.1M,1.4M,5K,2.4K,0
masondenverr,2M,4.4M,1.2M,7.3K,11.3K,0
nicoletv,10.2M,6.1M,999.3K,4.9K,10K,0
aquajock_h2bro,509.7K,5.4M,966.4K,5.4K,10.6K,0
terryreloaded,3.9M,4.9M,1M,6.3K,10.2K,0
soysuco,9.6M,6.3M,999.5K,11.1K,2K,0
itzyofficial,7.3M,4.7M,1.2M,10.4K,3.6K,0
oldtimehawkey,5.1M,4.8M,831.6K,11K,7K,0
missionaryjack,3.3M,8.3M,837K,4.9K,5.5K,0
conormaynard,6.2M,5.8M,794.3K,8.9K,6.6K,0
conormaynard,6.2M,5.8M,794.3K,8.9K,6.6K,0
itssassagurl,5.3M,6M,969.6K,6.2K,6K,0
terryreloaded,4M,4.4M,955.3K,6.2K,9.4K,0
jimmydarts,8.1M,5.3M,893.4K,10.3K,2.9K,0
alshad95,1.6M,7.3M,761.9K,6.2K,5K,0
bayashi.tiktok,24.1M,7.7M,958K,5.8K,2.5K,0
rosalia,18.3M,9.8M,978.5K,3.8K,2.3K,0
daniel.labelle,25.5M,4.6M,754.9K,5.5K,11.8K,0
masonmount,2.8M,4.8M,806.9K,9.9K,5.1K,0
theandrewschulz,3M,4M,602.2K,2.2K,21.6K,0
activesufi,364.6K,13.8M,1.1M,2.2K,1.5K,0
hayleygeorgiamorris,2.9M,4.6M,586.9K,1.9K,18.4K,0
lilnasx,27.7M,5.7M,804.6K,9K,3K,0
willsmith,67.4M,6.9M,658.5K,10K,2K,0
clarissaperezlara,129.5K,3.9M,370K,2.7K,34.2K,0
spriteder_spd,2.7M,8M,924.8K,3.7K,3.5K,0
paytonking,5.1M,2.8M,685.4K,11.8K,15.8K,0
lexibrookerivera,21.1M,7M,937.4K,6.2K,1.9K,0
snoopdogg,19.7M,7.4M,647.2K,6.6K,4.3K,0
tuckerbudzyn,10.1M,4M,638.6K,3.3K,16.7K,0
jaykindafunny8,23.3M,9.6M,685.7K,2.4K,5.2K,0
solsito.pe,80.2K,3.5M,503.1K,10.6K,17.8K,0
jake2r,2.1M,2.8M,739.6K,5.2K,17.1K,0
thejoeyswoll,2.4M,5.3M,804.5K,8.4K,2.5K,0
kallmekris,43.3M,5.4M,988K,5.5K,3.1K,0
jdpantoja,26.8M,4.8M,942.2K,8.7K,1.3K,0
datvilla94,5.2M,5.7M,659.1K,8.1K,3.1K,0
haileybieber,7.7M,5.7M,810.5K,6.3K,2.7K,0
big.johns,140.3K,3.1M,476.5K,18.4K,8.7K,0
cleanpuppy,1.7M,4.8M,980.2K,5.7K,2.9K,0
arabstay,219K,2.6M,770.2K,11.7K,8.2K,0
aitch12,1.8M,5.3M,421.1K,7.6K,9.8K,0
doctorgraves,2.7M,5M,879.7K,2.8K,5.9K,0
fredziownik_art,11.8M,6.3M,781.9K,6.5K,1.2K,0
vibin.wit.tay,3.3M,3.3M,689.4K,4K,12.6K,0
cedriklorenzen,2.1M,4M,457K,7.9K,12.4K,0
vanessalopesr,21.3M,5.9M,637.1K,6.4K,2.9K,0
rustam_mayer_djavid,4.3M,7.8M,390.8K,1.6K,9.7K,0
soojinicoreana,17.3M,6.5M,1M,3.9K,1.4K,0
jinisprotips,713.7K,3.7M,467.6K,6.9K,12.9K,0
esen_alva,3.1M,3.3M,536.3K,3.3K,15.5K,0
drew.nori,4.7M,8.1M,387.9K,9.7K,733,0
wuesilva,11.8M,4.5M,584K,10.6K,1.8K,0
thallyssonsb,8.5M,3.6M,629K,6K,8.2K,0
natemyburgh,306.4K,3.4M,724.9K,3.6K,9K,0
soso_aroundtheworld,109.8K,3M,420K,10.8K,13.2K,0
newboyjosh,340.5K,4M,445K,6.4K,10.4K,0
initiaraandini,4.1M,7.4M,651.6K,4.4K,1.8K,0
iamkevingates,2.1M,3.5M,413.6K,9.4K,11.3K,0
max7424453118,2.8M,3.5M,572.6K,5.2K,9.5K,0
danya_milokhin,16.5M,6.3M,733.2K,4.6K,1.7K,0
samanthalogan,1.8M,6M,840.9K,3K,2.8K,0
jakekrantz1,2.1M,3.6M,772.3K,3.2K,7.1K,0
fujiiian,12.7M,6.2M,760.4K,3.4K,2.6K,0
vincentmarcus,2.5M,10.7M,250.4K,2.3K,8.2K,0
hongthanhofficial,1.3M,7.7M,675.6K,2.7K,2.7K,0
kervo.dolo,7.5M,3.9M,606.4K,4.4K,7.1K,0
zachjustice,3.9M,6M,793.7K,1K,4.6K,0
qamar_altaey,2.8M,3.6M,348K,10.2K,10.8K,0
fortnitekanal.exe,1.4M,2.2M,539.4K,14K,7.8K,0
m.wardy_14,67.6K,1.9M,465.5K,3.8K,24.8K,0
ynchq,3.7M,3.9M,645.1K,4.1K,5.8K,0
nilered,8.7M,4M,725.8K,5.4K,3.2K,0
besttoks,2.2M,17.4M,451.6K,1.1K,2.1K,0
miketoks,11.6M,6.2M,599.7K,2.5K,4K,0
tiktokmena,5.7M,39.5M,179.2K,1.2K,2.2K,0
eyavanana,10.8M,4.6M,725.3K,5K,2.1K,0
john.leitao,2.7M,4.3M,380.9K,7.8K,6.4K,0
brunodiferente2022,4M,6.6M,116.7K,6K,22.4K,0
sugarcoatedsisters,320.3K,3.2M,523.8K,2.6K,10.5K,0
hesfinatia,8.3M,8.6M,936.9K,1.8K,837,0
vadik_dikiy,914.8K,3.2M,489.1K,2K,11.8K,0
championsleague,11.6M,3.6M,628.3K,4.2K,5.1K,0
esnyrrr,4.4M,3.5M,645.3K,4.5K,4.8K,0
savanahmosss,9.3M,4.5M,703K,4.1K,2.5K,0
dindahw14,3M,7.9M,689.2K,2K,1.8K,0
joshiiwuhhh,3.2M,2.9M,555.5K,3.7K,8.8K,0
j3ipy_,7.8M,4.3M,760.7K,3.3K,2.8K,0
morganpresleyxo,5.3M,4.8M,638.5K,3.1K,3.5K,0
skaijackson,19.7M,5.2M,824K,3.1K,1.5K,0
ssmaaaryy,6.8M,6.4M,586.3K,2.8K,2.4K,0
vhackerr,13.9M,2.9M,593.7K,7.8K,3.6K,0
tranvantre992,759.3K,9.1M,472.9K,3.7K,799,0
jwaltonnn,733.4K,1.7M,369.4K,28K,2.5K,0
kubenjoy,3.5M,4.2M,476.3K,5K,4.5K,0
jdiasss_,7M,3.5M,817K,4.5K,2K,0
evcnoble,9.8M,3.4M,844.5K,3.2K,3.4K,0
victormelo,19.4M,4.6M,642.2K,3.8K,2.4K,0
emilen_im,4M,5.3M,663.1K,4K,1.2K,0
ehlija,3.3M,4M,506K,4.7K,4.3K,0
thoriqhal,3.8M,5.8M,662K,2.4K,2.2K,0
afgsuga,161.7K,3.3M,490.3K,4.1K,6.8K,0
jen_wolff,187.6K,2.9M,371.6K,5.7K,10.5K,0
tubbynugget,3.5M,2.6M,518.2K,2.1K,10.8K,0
rescuerestore,1.5M,9.2M,430K,1.5K,2.9K,0
baddest4bitches,1.5M,2.5M,580.2K,8.5K,3.4K,0
_itsstefano_,4.4M,4.6M,553.8K,5.8K,856,0
guryan_off,2.6M,3.3M,479.5K,3.1K,7.7K,0
thebenjishow,5.5M,3.4M,549.6K,3.8K,5.2K,0
mikaelatesta,1.7M,4.3M,960.3K,3.3K,749,0
grillervm,2.9M,4.3M,549.3K,2.9K,4K,0
riaricis,25.5M,5.5M,665.1K,2.2K,2.1K,0
lizzza,29.4M,5.2M,1.2M,1.9K,616,0
elmarianaa,6.5M,3.8M,834.8K,1.6K,3.3K,0
somi_official_,6.1M,3M,746.3K,4.6K,2.3K,0
craggygames,306.8K,7M,189.3K,726,10.9K,0
gritside,3.6M,3.5M,446.4K,1.5K,8.3K,0
charlieputh,16.1M,3.5M,509.1K,5.8K,2.6K,0
spencer_serafica,12.3M,4M,663.2K,4.1K,1.6K,0
mikaylahau,4.2M,3M,386.4K,9.9K,3.2K,0
kevinprieto077,1.8M,3.8M,589.3K,3.4K,3.1K,0
christianfabiannn,12M,4.8M,733.2K,3.7K,398,0
brotherofcolor,12.7M,5M,609.5K,3.6K,1.1K,0
gavrilinaa,16.3M,3.9M,522.2K,4K,3K,0
phun.anh,2.7M,6.8M,374.2K,3.8K,1.7K,0
tooturnttony,15.6M,5.4M,464.6K,2.8K,2.8K,0
baimwong,7.5M,5.1M,392.4K,3.7K,3.3K,0
maxtaylorlifts,7.6M,3M,529K,4.4K,4.5K,0
kimberly11sofia,576.6K,1.9M,208K,27K,7.8K,0
lourdasprec,8.7M,2.4M,592.1K,5.3K,4.3K,0
katiavlogss,13.8M,4.6M,638.2K,3.5K,1.1K,0
itslennnie,1.9M,1.9M,319.2K,2.4K,20K,0
couragejd,3.1M,3.4M,391.5K,2.9K,7.1K,0
karimmahmoudabdelaziz,3.4M,5.3M,375.6K,2.5K,4.1K,0
jbdjebb,1.1M,2.9M,448.6K,6.2K,3.8K,0
dailymug69,4.2M,4.1M,544.2K,5.6K,251,0
superfirsthero,1.6M,2.8M,526.1K,4.4K,4.5K,0
cookingwithlynja,9.9M,5.2M,649K,2.5K,1.4K,0
gordonramsayofficial,31.7M,5.7M,557.2K,3.2K,835,0
nabela,7.2M,5.4M,627.1K,2.6K,1.2K,0
alexwaarren,15.2M,4.6M,769K,1.3K,2.3K,0
ayesebastien,7.2M,3.1M,565.3K,2.8K,4.6K,0
jamie32bsh,7.1M,5.8M,313.6K,4.7K,2.2K,0
maxthemeatguy,3.8M,6.2M,681.9K,1.7K,1.2K,0
andy.and.michelle,3.7M,3.1M,438.1K,2.8K,6.1K,0
realmsp,349.1K,4.9M,771.9K,2K,1.1K,0
gameofthrones,647.3K,3M,359.5K,1.9K,9K,0
ameliadimz,1.3M,3.7M,529.8K,4.1K,1.8K,0
chris,7.2M,6.1M,712.1K,1.6K,1.1K,0
isaach.p,1.6M,2.4M,230K,11K,9.7K,0
billlnai,8.4M,3.1M,797.1K,3.2K,1.4K,0
samseats,8.7M,3.6M,618.5K,2.8K,2.2K,0
soysuco_ff,3.7M,3.4M,430.5K,6.6K,981,0
gaynadia,287.9K,2.2M,583.8K,4.4K,4.1K,0
thatlittlepuff,25M,5.1M,612.9K,1.4K,2.1K,0
lachama4_ff,8.3M,2.9M,477K,7.3K,693,0
envydo,198.7K,1.8M,476.1K,9.2K,3.3K,0
k1lauea,128.2K,1.8M,451.4K,9.1K,3.7K,0
noreportar08,265.3K,4M,104.9K,11.1K,12.9K,0
elrodcontreras,40.1M,3.3M,521K,4.8K,1K,0
k1lauea,128.2K,1.8M,451.4K,9.1K,3.7K,0
noreportar08,265.3K,4M,104.9K,11.1K,12.9K,0
elrodcontreras,40.1M,3.3M,521K,4.8K,1K,0
kpp2179393999,834.9K,6.5M,345.5K,1.3K,3.2K,0
elgato,3.2M,3.3M,454K,4K,2.7K,0
carolfermichh,6.2M,4.3M,664.8K,2.4K,1.1K,0
montpantoja,32.3M,3.5M,652.5K,3.2K,1.2K,0
mmmjoemele,21M,4.3M,608.4K,2.2K,1.5K,0
1xgoku,74.8K,1.9M,345.6K,2.5K,12.2K,0
anthonnyswagg3,8.5M,8.1M,469.6K,1.7K,797,0
bjjojo_,61.6K,2M,354.5K,6.2K,7.3K,0
uberkuloz,1M,5.2M,394.7K,2.1K,2.5K,0
nilskue,9.5M,2.6M,515.4K,5.2K,1.8K,0
mcsilsiloficial,5.8M,2.6M,201.7K,4.7K,13.7K,0
labrinth,924.9K,4.2M,416.9K,3.4K,1.9K,0
oilywhitehat,197.3K,5.5M,373.5K,3.1K,1.4K,0
jacksepticeye,4.2M,2.9M,512.7K,4.3K,1.9K,0
marisol.viola,1.1M,2.6M,504.8K,4.1K,3.1K,0
strangehumano,7.8M,3.2M,386.3K,4.5K,3K,0
playboyjuju,259.4K,3.3M,291.2K,5.5K,4.2K,0
itsjessibaby,5M,3.1M,738.5K,3.2K,835,0
bbykevv_,1.6M,3.2M,633.1K,2.1K,2.4K,0
nykolasteles,3.8M,2.7M,368.8K,5.8K,3.4K,0
morimura,6.4M,2.2M,483K,4.4K,4.1K,0
danisoomin,8.4M,3.4M,492.7K,4.1K,1.2K,0
tenderlybaemusic,14.4M,3.6M,409.5K,4.6K,1.5K,0
ig_alongwiranda,880.7K,3.2M,129.4K,1.2K,20K,0
crisdevilgamer7,4.5M,3.5M,388.1K,5.2K,1.2K,0
meishmoe,3.9M,2.5M,534.5K,2.4K,4.1K,0
maylathanzin,1.9M,3.5M,417.6K,1.2K,4.7K,0
zuuzina,1.2M,2.7M,342.4K,4.2K,5.1K,0
jennifergarner,2.1M,3.4M,315K,5.6K,2.4K,0
seventeen17_official,3.9M,1.5M,375.9K,11.1K,4.1K,0
meosimmyyt,3.9M,2.7M,367.1K,7.1K,1.5K,0
mariabecerra_22,6.1M,3.2M,553.9K,3.6K,1.2K,0
frostech,321K,3.4M,411K,1.5K,4.6K,0
p0_2,1.7M,4.9M,233.7K,6K,1.5K,0
joelbergs,11.2M,3.4M,636.3K,1.7K,2.2K,0
euro2024,6.8M,2.5M,407.3K,2.9K,5.4K,0
daz_black,7M,2.3M,506.4K,4.3K,2.9K,0
claragnds,16M,2.8M,401.5K,5.2K,2.1K,0
desartdestro,7.8M,5.4M,368.3K,2K,2.1K,0
camilacabello,15.3M,5.2M,321.8K,2.8K,2K,0
berkcoskunofficial,3.5M,5.6M,194.2K,2.9K,4.5K,0
ser.geybin,1.7M,3.8M,383.5K,2.2K,3.3K,0
anthpo,688.3K,1.7M,414.2K,4.7K,6.9K,0
erikarichardo,7.9M,4.6M,578.7K,2.5K,472,0
thegnshow,1.2M,4.9M,491K,807,2.5K,0
cx_.q,2.1M,3.9M,234.7K,3.1K,5.4K,0
owen.han,1.5M,4.8M,376.2K,1.2K,3.1K,0
keniaos,13.7M,2.2M,371.2K,7.5K,2K,0
angryreactions,25.8M,2.8M,406.2K,6.2K,680,0
saraecheagaray,7M,3.6M,700.7K,2K,1K,0
ana_eusse,10.5M,4.4M,665.5K,2.1K,560,0
ani__mel,798.6K,1.9M,359.7K,2.7K,8.5K,0
julianjacob,1.2M,3.8M,496.5K,2.4K,1.6K,0
averywit,1M,5.4M,724.1K,1.6K,293,0
buithanhtuyen2003,1.8M,1.6M,228.8K,18.5K,1.9K,0
emilythetrimmer,492.6K,5.8M,267.9K,1.7K,3.1K,0
fabru_blacutt,17M,5.3M,544.8K,1.9K,642,0
yoangelolo,1.2M,2.4M,224.3K,12.2K,1.5K,0
virginiafonseca,30.6M,4.4M,566.4K,2.3K,679,0
haritsuuu,1.3M,4.1M,158.1K,4.9K,6.4K,0
thekapelariz,1.1M,2.8M,464.2K,3.5K,2.1K,0
camavinga,1M,3.3M,522.3K,2.5K,1.6K,0
feezius,2.1M,4M,525.8K,2.8K,654,0
lights.are.off,18.7M,2.9M,292.7K,6.3K,2.1K,0
benjaminmaissecret,174.4K,7M,39.2K,24K,1.7K,0
calebrownn,5M,2.7M,459.5K,1.5K,4.2K,0
realuser_1,1.6M,4.1M,411.5K,2.5K,1.7K,0
anas_elshayib,3.6M,4.6M,194K,6.1K,1.8K,0
caleb.finn,15.2M,3.5M,691.5K,2.5K,428,0
hi_arvans,201.4K,1.3M,320.3K,1.2K,15.5K,0
theestallion,10.9M,1.9M,499.7K,4.4K,2.9K,0
rubentuestaok,12.3M,4.5M,418.3K,1.1K,2.6K,0
kingbach,26.3M,3.1M,582.2K,1.8K,2K,0
rdcworld1,2.8M,1.8M,336K,2.3K,9.1K,0
anna..paull,3M,2.8M,655.6K,2.9K,838,0
drewafualo,6.8M,2.2M,446.5K,5.1K,2.1K,0
scottkress_,2.9M,1.5M,402.7K,7.4K,4.1K,0
dixiedamelio,57.2M,4.4M,275.2K,4.6K,1.1K,0
nianaguerrero,30.5M,3.2M,493K,2.7K,1.7K,0
benoftheweek,10.6M,3.5M,512.8K,3.1K,722,0
maiaknight,8.1M,3.5M,628.8K,2.5K,647,0
theovon,1.4M,2.4M,230.6K,2.7K,9.8K,0
abbieherbert,12.2M,4.6M,619.2K,1.6K,772,0
yazidoe,958.9K,2M,297.4K,2.8K,8.4K,0
loewhaley,1.4M,2.5M,232K,1.2K,10.6K,0
georgieanthony,2.2M,1.8M,294.3K,3K,9.5K,0
.blue_devil,941.9K,4.8M,486.4K,1.5K,1.3K,0
ya_gazdanova,3.4M,3.7M,184K,932,8.8K,0
piperrockelle,9M,2.4M,275.4K,9.3K,517,0
incorrectlyroce,5M,3.1M,499.5K,1.9K,2.2K,0
wayeelkaboy10,852.4K,3.7M,169.6K,5.6K,4.3K,0
