Tiktoker name,Subscribers,Views,Likes,Comments,Shares,Month
dudeperfect,17.2M,4.7M,544.8K,396,531,11
duncanyounot,4.4M,2.9M,560.1K,2.7K,4.2K,12
duolingo,5.3M,1.2M,186.9K,5.8K,1.2K,12
duolingobrasil,1.6M,902.2K,130.3K,5.4K,929,12
duyyy.real.channel,5.6M,2.8M,214.6K,839,532,12
duyyy.real.channel,5.4M,2.5M,254.5K,1K,339,11
dylan.page,4.9M,1.9M,278K,4.2K,2.7K,12
dylan.page,4.5M,2.8M,403.8K,4.1K,2.8K,11
dylanmulvaney,9.7M,4.7M,920.4K,10.4K,1.4K,12
dylanmulvaney,8.9M,5.3M,874.2K,14.6K,2.4K,11
e_l_k_s_a_7_a,7.5M,2.2M,245.4K,2.4K,1.9K,12
e_l_k_s_a_7_a,7.5M,2.2M,245.4K,2.4K,1.9K,11
ecrinsucoban,1.4M,2.2M,137.6K,2.4K,612,12
edakok59,4.5M,1.9M,104.6K,512,1.7K,11
edgar3104,5.7M,6.8M,284.8K,1.7K,958,12
ediqueixinho,4.3M,1.7M,185.2K,754,488,12
ediqueixinho,4.3M,1.7M,185.2K,754,488,11
edithxgalvez,6.2M,2.8M,171.7K,431,651,12
edithxgalvez,5.8M,2.7M,275.3K,504,511,11
edwinmendozza,15.3M,2.7M,363.3K,405,256,12
edwinmendozza,15.3M,2.6M,324.4K,787,239,11
eebruu____,2.9M,2.5M,231.3K,530,916,12
ehbeefamily,11.8M,1.5M,284.5K,1.5K,476,12
ehbeefamily,11.8M,1.5M,284.5K,1.5K,476,11
ekosaputra20,8.6M,2.9M,215.9K,930,398,12
elainebabey,142.8K,1.7M,280.4K,3.6K,5.9K,12
elbernas321,2.5M,1.1M,121.7K,471,15.4K,12
elbernas321,2.4M,1M,86.2K,217,10.5K,11
elbitalamanabita5,1.5M,2.6M,418.7K,1.6K,4.8K,11
eldavidgodoy,2.9M,1.7M,175.8K,449,1K,12
eldiegobonilla,2.7M,5.6M,261.6K,709,1.3K,11
elena_oki,1.3M,2M,352.2K,1.5K,3.2K,12
elina_karimovaa,12.7M,7.2M,783.6K,3.1K,3.2K,12
elissadeheart,2.5M,7.5M,1.9M,20.8K,15.5K,12
elledarlington,1.1M,1.2M,162K,885,1K,11
elpugaa,10.3M,6.7M,680.1K,2.3K,6.9K,12
elpugaa,10.1M,3.7M,334.7K,608,4.3K,11
elqaq,2.9M,1.8M,171.9K,773,749,11
elrodcontreras,42.2M,2.3M,269.7K,1.2K,232,12
elrodcontreras,41.8M,1.8M,217.3K,1.5K,316,11
elsaucepapii,1.5M,2.4M,219.9K,684,9.3K,12
elysemyers,5.7M,1.1M,141.5K,1.6K,841,11
emiliamernes,5M,3.9M,403.3K,869,920,12
emillyvickof,13.9M,11.5M,570.2K,6.7K,2.1K,12
emillyvickof,13.1M,4.9M,383K,2.5K,1K,11
emilyfauver,4M,2M,324.4K,390,894,12
emilymariko,12.2M,2.5M,199.9K,497,249,11
emirabdulgani,22.7M,2.3M,230.2K,486,317,11
emmanuelmacron,3.5M,1.4M,119K,5K,802,12
emrata,2.1M,3.4M,323K,867,1.6K,12
emrata,2.1M,3.5M,329.3K,1.2K,2K,11
engfa32,4.2M,1.7M,233.1K,1.7K,577,11
enhypen,13.3M,5.7M,1.7M,35K,25.3K,12
equipedefrance,9M,2.7M,252.9K,1.2K,918,12
erabii,2M,1.3M,155.1K,1.4K,1K,12
erabii,1.9M,1.2M,132.9K,1.5K,2K,11
eravfx,1.8M,2.4M,181.2K,805,199,12
ericdamier,1.3M,6.1M,72.8K,202,741,11
erictro,4.9M,3.6M,397.5K,560,1.5K,12
erictro,4.8M,4.2M,417.5K,605,503,11
erikconover,524.1K,2.3M,153.9K,1.5K,1.7K,11
esen_alva,6M,1.6M,253.2K,734,1.1K,12
esnyrrr,6M,5.1M,813.8K,2K,3.7K,12
esnyrrr,5.8M,4.4M,756.2K,1.8K,1.9K,11
esperandolacarrozaok,230.4K,1.1M,98.9K,482,5.1K,11
esta.pramanita,2.4M,2.3M,222.7K,390,392,12
eupereiraoficial,8M,3.4M,385.9K,1.6K,1.7K,11
evgeniy_moskalev,872.3K,1.2M,56.4K,416,7.4K,11
evtushenko_dima,7.8M,2.6M,136.2K,11.8K,3K,11
eyeout4selen3r,1.2M,736.2K,185.5K,1K,2.5K,12
f0urbr0thers,1.6M,1.5M,157.2K,411,1.5K,12
fabstarden,66K,692.8K,111.3K,2.9K,3.5K,12
fabstarden,66K,692.8K,111.3K,2.9K,3.5K,11
fadiljaidi,9.2M,12.7M,1.7M,7.6K,4.4K,12
fahmi.nm,8.8M,3.3M,437.7K,1.2K,759,12
fahryy20,1.8M,1.9M,345K,1.3K,574,12
faiqfreestyle,1.1M,2.2M,234.9K,1K,1.3K,11
falcopunch,13.2M,3.7M,522.6K,4.8K,4.4K,12
farahjmerhi,4M,2.6M,125.2K,283,1.9K,11
fardows4,2.5M,1.1M,182.5K,2.7K,840,12
farhanrn__,5.9M,2.4M,331.8K,1.5K,1.1K,12
farhanrn__,5.4M,2.4M,343.6K,1.1K,591,11
farrukoofficialpr,3.7M,1.4M,96.8K,346,2.8K,12
faryanggaa,6.1M,3.5M,470.5K,2.3K,1.2K,12
faryanggaa,5.6M,1.6M,257.4K,1.1K,642,11
fatcomedy1,1.4M,1.9M,49.6K,515,6.4K,12
fatkitchens,27.6K,2.8M,149.4K,530,3.6K,12
fatmasariz,1.7M,2.7M,203K,554,286,11
fayneee,3.1M,2.4M,193.1K,2.3K,599,12
fayneee,3M,2.3M,165K,2.1K,1.2K,11
fcbarcelona,21.1M,1.5M,200.4K,1K,688,11
febrastanty,1.2M,4.6M,250K,1K,1.1K,12
federalplumbing,956.9K,2.1M,136.8K,404,1.9K,12
fedevigevani,15.4M,2.2M,284K,2.5K,491,12
fedevigevani,15M,3.4M,232.9K,2.3K,541,11
fedez,5.9M,2.6M,381K,1.5K,2.6K,12
fedez,5.9M,1.8M,225.3K,1.6K,1.8K,11
fela.austin,3.4M,2.4M,203.1K,1.5K,247,12
feliciatannnn,3.8M,1.6M,159.8K,1.2K,154,11
felipenpv,5M,2M,361K,2.5K,1.8K,12
felipenpv,4.3M,1.5M,263.4K,1.4K,1.3K,11
ferchugimenez,8.2M,4.7M,825.8K,1K,1.2K,12
ferchugimenez,8.1M,3.1M,552.5K,879,1K,11
fernandamotafarhat,7.3M,3.3M,349.3K,733,3.3K,12
ferxxo444,5.5M,3.6M,715.7K,2.9K,6.6K,12
ferxxo444,4.6M,3.3M,522.7K,2.6K,4.8K,11
fhd.artz,2.4M,2.5M,164.5K,1.1K,1.9K,12
fhd.artz,2.3M,4.3M,320.9K,4.6K,3.5K,11
fidias0,1.1M,2.7M,306.4K,1K,78,12
fionntime,2.7M,1.7M,287.9K,1.4K,1.3K,12
firefighterfenton,404.3K,665.9K,82K,1.1K,13.9K,12
firmanskd,3.1M,2.2M,174.6K,632,12.3K,12
firmanskd,3M,3M,287.9K,891,10.8K,11
firstnamechris,1.4M,1.6M,239.9K,1.2K,461,12
firstnamechris,1M,1.5M,264.1K,1.2K,339,11
flickerspark_,1.8M,1.1M,245.1K,830,750,12
flossybaby,4.2M,2.1M,362.4K,1.4K,1.4K,11
foilarmsandhog,627.4K,1.3M,152.9K,523,1.2K,11
forrestsautoreviews,5.6M,1.4M,194.4K,1.2K,2.3K,12
francoescamillaofficial,18.3M,3.1M,372.2K,498,2.3K,12
francoescamillaofficial,17.5M,2.1M,250.9K,481,1.8K,11
frankielapenna,5.7M,6.8M,227.9K,1.2K,1.8K,12
frankielapenna,5.4M,9M,694.4K,2.1K,6.9K,11
fredziownik_art,12.9M,6.7M,300.2K,1.6K,340,12
fredziownik_art,12.6M,3.6M,194K,1.4K,504,11
fresajapomex,16.8M,2.8M,287.4K,358,265,11
fritzdoesart,8.7M,3.1M,155.5K,1.1K,305,12
frnzlynfby,4.4M,1.2M,222.5K,887,825,12
fueyruss,4.9M,3.3M,238.8K,725,204,12
fujiiian,16.9M,2.6M,237K,800,597,12
fujiiian,16.6M,3M,274K,809,763,11
future_millionaires,754.8K,5.7M,790.2K,4.1K,1.7K,12
gabimfmoura,8.7M,2M,275.2K,557,1.1K,11
gabrielabee,10M,1M,238.4K,2.1K,485,12
gabrielabee,10M,854K,220.8K,1.9K,921,11
gabsmasr,3.7M,2.2M,119.8K,1.1K,435,11
gakbakaljoget,228.7K,1.9M,156.3K,1.7K,820,12
garett__nolan,13.4M,2.7M,351.3K,2.9K,5.2K,12
garett__nolan,13.4M,2.7M,351.3K,2.9K,5.2K,11
gehadhassann,7.9M,1.3M,149.2K,831,1.3K,11
gehadhassann,7.9M,1.3M,149.2K,831,1.3K,11
gehu.gl,573.3K,2M,129K,1.9K,16.5K,12
gehu.gl,455.2K,1M,73.5K,867,7.6K,11
gemelasortega,19.4M,3.8M,340.6K,396,290,12
gemeosdomingues,2.2M,2M,188.7K,8.6K,4.5K,11
gensho_yasuda,2.5M,2.4M,315.1K,775,1.1K,12
georainbolt,1.4M,1.2M,124.9K,1.4K,966,11
germangarmendia,18.8M,1.9M,327.7K,1.5K,522,11
giannis_an34,3.9M,2.3M,380.1K,960,698,12
gilmhercroes,35.2M,2.8M,162.4K,896,1.6K,11
gimmeuraddy,825.3K,2.3M,150.9K,247,1.3K,12
gingerbilly1,6.5M,977.6K,106K,695,6.8K,12
giovannibonaccinii_,1M,1M,171.6K,983,1.3K,12
girlwithedogs,5.8M,707.4K,159.4K,1.1K,2.4K,11
glutastory,1.3M,1.2M,177K,665,1K,11
good.boy.ollie,5.2M,2.2M,398.1K,2.6K,5.5K,12
good.boy.ollie,5M,1.2M,254.4K,1.4K,2.9K,11
gordeewa__13,13.8M,2.3M,254.7K,751,172,12
gordeewa__13,13.8M,4.9M,278.6K,2.4K,524,11
gordonramsayofficial,35.6M,4.6M,388.2K,2.3K,613,12
gordonramsayofficial,34.7M,6.2M,561.4K,1.7K,1.2K,11
goulamofficiel,336.2K,717.6K,73.1K,2.4K,5.7K,11
graciajessicajane,11.6M,4.9M,510.4K,1.9K,806,12
graciajessicajane,11.6M,5.6M,690K,2K,1.4K,11
graciajessicajane,11.6M,5.6M,690K,2K,1.4K,11
grandma_droniak,6M,1.5M,218.2K,1.4K,2.3K,12
grannybibbins,944.8K,1.5M,162.2K,1.7K,24.6K,12
grannybibbins,636.4K,980.2K,197.3K,874,5.5K,11
gregoriopernia,5M,3M,195.4K,2.5K,1.7K,12
guavajuice,7.1M,3.4M,269K,1.3K,180,12
gugafoods,1.8M,1.9M,248.8K,548,493,11
guiedits_,149.6K,3M,653.9K,3.2K,11.4K,12
guipolemicoo,8.5M,1.7M,194.1K,707,2.4K,11
gurrms0630,7.5M,2.7M,464K,1.8K,1.4K,11
gustta_shoow,3.6M,1.3M,169.1K,1.2K,443,11
gusyterequijas,2.7M,2.8M,393.3K,864,1.3K,11
gutierrezcastro,14.6M,1.9M,216.5K,520,1.3K,11
gzfoodqood,19.2M,2.5M,69.5K,626,3.3K,12
h2woofficial,5M,3.1M,275.6K,641,636,12
hadeel.alali,3.3M,3.1M,106.9K,806,726,12
hadeel.alali,3.2M,3.9M,138.6K,896,1.3K,11
hafizmahamad,1.2M,2.3M,201.3K,5.3K,4.5K,11
haileesteinfeld,3.6M,1.6M,273.9K,7K,2.2K,12
haileesteinfeld,3.3M,1.6M,404.9K,6.9K,2.6K,11
haileybieber,10.5M,3.3M,398.5K,1.5K,972,12
haileybieber,10.3M,2.2M,242.8K,708,445,11
haimtheband,336.4K,1.3M,205.1K,820,774,11
halinhofficial,2.9M,3M,302.9K,1.8K,431,11
hashem.alghaili,319.8K,1.5M,162.1K,1.3K,2.8K,11
hayleythebignoodle,84.6K,2.8M,145.9K,10.8K,12.8K,11
healthy_mandy,587.8K,2.2M,150.2K,861,424,12
helen_christie,1.2M,3M,514.9K,792,665,11
hermanhadibasuki,2.9M,1.4M,66.8K,1.7K,3.1K,11
herranwalt,6M,1.9M,262.4K,2K,2.3K,12
herranwalt,5.9M,2.8M,363.4K,4.3K,6.8K,11
hesfinatia,9.6M,4.1M,361.3K,819,264,12
hesfinatia,9.3M,3.8M,399.6K,1K,262,11
hf37777,801.5K,1.3M,85.2K,4.3K,80.4K,12
hf37777,643.7K,1.3M,38.4K,6.2K,71K,11
hiagodosvideos,2.1M,2.4M,409K,1.7K,3.1K,11
hiib531,1M,5.2M,104.8K,1.1K,909,12
hilda_70,1.4M,1.1M,124.4K,5.5K,532,11
hisoyvaleria,9.9M,3.9M,454.1K,1.6K,2.3K,12
hisoyvaleria,9.1M,3.2M,443.2K,1.3K,2.5K,11
hoaa.hanassii,13.2M,2.9M,250.2K,1.4K,807,12
homm9k,46.4M,1.7M,165.8K,1.2K,557,12
homm9k,46.1M,2M,210.9K,1.2K,298,11
honeybobabear,8.8M,2M,305.9K,551,109,11
hotspanishmx,11.9M,11.2M,1M,6.1K,5.9K,12
hotspanishmx,8.2M,19.2M,1.7M,7.4K,9.5K,11
huddy,32.2M,2.1M,264K,2.7K,1.3K,11
hunterprosper,5.5M,1.6M,172.6K,437,1.1K,12
hussein56t,460.7K,3.3M,180.8K,745,631,11
hyoga.x,614.6K,1.5M,225.1K,778,1.1K,12
hyoga.x,552K,1M,121.9K,1.9K,727,11
hyunggiii,46.6K,952.7K,226.3K,1.1K,2.8K,12
i_am_doshik1,20.9M,1.9M,205.7K,1K,438,12
i_am_doshik1,20.7M,1.9M,181.1K,1.6K,894,11
i_am_young22,3.1M,1.1M,147.2K,739,1.8K,12
iamdikeh,4.9M,1.9M,248.7K,2.4K,1.1K,11
iamdtg,2.7M,1.6M,182.6K,1.5K,4.5K,11
iamferv,32.9M,8.6M,1.3M,7.7K,4.5K,11
iamsungstarwin,2.7M,2.6M,397.3K,339,273,11
ibarrechejavier,8.2M,1.3M,165.5K,1K,866,11
ibarrechejavier,8.2M,1.3M,165.5K,1K,866,11
iben_ma,10M,1.6M,114.7K,3.4K,326,12
iben_ma,9.2M,2.7M,207.5K,3.2K,280,11
ichadude,468.8K,2.3M,85.5K,997,1K,12
igorjansen,12.1M,1.5M,291.4K,722,466,11
iheartmemphis,13.7M,3M,190.2K,1.4K,348,11
iimaya1,1.7M,2.9M,158.6K,2K,2.6K,11
iitsace,2.5M,1.9M,168.7K,1.2K,445,12
ilaydasherifi,402.8K,1.8M,271.5K,503,801,12
ilizas,1.3M,1.2M,103.2K,354,3.8K,11
im.camber,94K,6.4M,1.2M,4.2K,37.5K,12
im_rawan0,3.1M,2.9M,168.8K,2.2K,681,12
im_rawan0,2.5M,1.9M,143.7K,2.5K,360,11
imarayulloa1,4.9M,1.7M,125K,1.5K,6.6K,12
imatheusguedes,2M,1.3M,193.9K,587,1.9K,11
imdimpey,8.3M,879.4K,182.2K,1.2K,3.3K,11
imeyhou,5M,4.8M,802.4K,2.7K,658,12
imeyhou,4.6M,6M,690.1K,2.5K,708,11
imlucastho,339.6K,1.3M,224.3K,742,2.1K,12
imprestonbradley,3.6M,1.6M,212.6K,684,971,12
incorrectlyroce,9.2M,2.4M,385.7K,779,634,12
incorrectlyroce,9M,2.6M,418.4K,851,990,11
infamous_wu13,1.2M,1.7M,280K,792,321,12
iniganta,1.7M,2.3M,195.5K,3K,1.6K,12
iniganta,1.2M,909.3K,117K,2.1K,1.1K,11
initiaraandini,5.2M,2.5M,267.2K,1.4K,730,11
inpersa16,2.3M,3.9M,295K,1.6K,1.1K,12
inpersa16,2.2M,1.9M,134K,994,356,11
insertrichie,4.4M,2.7M,217.8K,767,2.4K,11
ireniusx,6.9M,1.8M,262.6K,817,371,12
ireniusx,6.5M,2.1M,381.2K,960,1K,11
irinimeza06,1.7M,3.5M,269.7K,780,410,11
ironwanda,226.2K,1.8M,288.6K,1.1K,581,12
isaac.h.p.karaoke.backup,2M,1M,225.5K,6.4K,9.4K,12
isaac.h.p.karaoke.backup,1.9M,870K,156.7K,3.8K,5.3K,11
isaach.p,3.5M,970.1K,162.6K,7.3K,1.4K,12
isaach.p,3.4M,3.1M,445.9K,4.4K,2.1K,11
isaiahgarza,8M,1.7M,269.2K,2.8K,1.4K,12
isaias,11.5M,1.8M,266.7K,1.8K,2.2K,11
isandrep,4.3M,6.2M,233.2K,918,362,12
ishtaher,4.2M,1.5M,270.8K,582,608,11
islasvlogs_,2.8M,4.1M,445.1K,740,638,12
islasvlogs_,2.8M,2.4M,381.7K,509,289,11
ismab4c,1.1M,2.3M,343.8K,801,342,11
ismaellemais,1M,1.1M,92.3K,948,2.5K,11
isramy,3.8M,2.2M,314.4K,1.5K,1.6K,12
isramy,2.6M,4.5M,745.8K,3.3K,4.9K,11
issavegas.fit,6M,2M,148.8K,483,1.1K,12
its.michhh,33.7M,2M,275.6K,933,198,12
its.michhh,33.3M,3.6M,432.9K,1.4K,250,11
itsaburob,2.4M,5.8M,113.9K,709,169,12
itsasiaelaine,176.8K,1.1M,125.5K,3.3K,8.3K,11
itsblasphemus,994.5K,3.1M,383K,2.4K,5.6K,12
itsceceh,6.7M,2.4M,247.6K,729,626,12
itsjaylaaw,3.1M,1.3M,233K,2.2K,945,12
itsjaylaaw,2.9M,3.3M,553.5K,4.7K,1.4K,11
itsjojosiwa,44.2M,2.7M,202.7K,915,207,12
itsjojosiwa,44.2M,2.7M,202.7K,915,207,11
itskingchris,18.3M,2.1M,386.3K,2.6K,1.3K,12
itskingchris,17.9M,3.7M,703.4K,4.3K,2.7K,11
itsmatheuscosta,5.1M,1.7M,219.2K,1.7K,1.9K,11
itsmenicksmithy,8.2M,2.6M,243.7K,1.8K,4.4K,11
itsmenicksmithy2,13.6M,1.5M,179.1K,757,789,12
itsmenicksmithy2,13.6M,1.7M,179.2K,713,782,11
itspierreboo,13.2M,2.2M,249.4K,856,530,12
itspoli_,1.6M,1.5M,203.8K,1.6K,308,12
itspuffpuff,4M,1.4M,80.4K,1.4K,16.3K,11
itsqcp,11.3M,2.2M,321.1K,809,637,11
itssassagurl,7.1M,1.6M,221.9K,1.1K,888,12
itssassagurl,7M,4.1M,698.4K,3K,3.2K,11
itstaylerholder,20M,4.8M,301.2K,1.2K,601,12
itzyofficial,10M,1.2M,199.4K,1.7K,829,11
iury.ofc,3.3M,4.1M,250.3K,865,2K,11
ivanaalawi,8.6M,5.9M,606.5K,2K,956,12
ivanaalawi,8.6M,5.9M,606.5K,2K,956,11
ivanantoniochacon,7.6M,1.1M,272.1K,950,635,11
ivancornejooo,1.6M,902.7K,224.7K,3.2K,2.9K,12
ive.official,3.6M,1.8M,334.3K,4K,1.3K,12
jackjos3ph,3.4M,1.7M,258.6K,3.1K,3.9K,12
jackjos3ph,3.4M,2M,273.9K,2K,3.9K,11
jackktierney,28.7K,2M,458.2K,1.6K,1.6K,11
jacksepticeye,5M,2.3M,476K,2.7K,1.1K,12
jacobday,6.5M,2.5M,476.2K,3.5K,1.1K,12
jacobday,6.3M,2.7M,515.4K,4.5K,2.2K,11
jacobwitzling,1.1M,1.9M,114.4K,1.2K,690,11
jacobwitzling,1.1M,1.9M,114.4K,1.2K,690,11
jacopoaquila_,2.2M,1.5M,148.7K,1.2K,1.8K,11
jaden,1.8M,3.5M,134.6K,1.2K,193,12
jadethirlwall,2M,2M,243.4K,2.4K,646,12
jadethirlwall,2M,1.2M,208.9K,2.3K,1.1K,11
jahkhalib,857.4K,1.8M,249.5K,957,3K,12
jailyneojeda,17.3M,1.7M,227.7K,740,387,12
jaimefrench,485.4K,1.8M,366.4K,2.7K,4K,11
jaimeonod,1.9M,2.7M,365.5K,3.7K,3.3K,11
jairitosolano,2.3M,4.4M,306.3K,674,983,12
jairitosolano,1.9M,4.9M,330.7K,589,737,11
jairsanchezzz,8M,2.1M,349.8K,2K,6.7K,12
jairsanchezzz,7.4M,1.8M,280.7K,1.5K,5.2K,11
jake_murley,10.3K,832.5K,149.4K,1.1K,3.1K,12
jakeandrich,15M,1.6M,154.2K,1.5K,1.7K,11
jakeceja,6.3M,1.9M,208.1K,734,436,11
jakefresca,387.5K,3M,560.7K,3.8K,14.2K,12
jakehunterofficial,3.7M,3.4M,270.3K,2K,2K,12
jakekrantz,2.5M,1.1M,187.2K,687,4.2K,12
jakekrantz,2.4M,2.1M,341.5K,1K,3.8K,11
jakepaul,16.9M,4.3M,240.9K,3.1K,880,11
jakethes.d,825.5K,1.8M,214.8K,748,1.4K,12
jamal.jamael,2.8M,1.4M,135.5K,753,1.2K,11
jamarcus,2.1M,6.1M,301.3K,423,3.1K,11
jamescharles,37.6M,1.9M,178.4K,1.2K,290,12
jamescharles,37.5M,3.3M,317K,1.7K,1.1K,11
jameshenry,4.1M,4.9M,446.2K,424,640,12
jamesllewis,5.8M,2.3M,187K,1.2K,1.1K,11
jamroz_,1.2M,810.1K,137.8K,1.9K,3.7K,11
janinalchair,20.4M,2.3M,278K,405,189,11
jannatmirza,21.3M,1.7M,166.2K,1.8K,415,12
jannatmirza,20.7M,1.3M,134.2K,1.5K,371,11
janneksplace,2M,2.7M,334.2K,5.4K,1.6K,12
janneksplace,1.9M,11.6M,1.5M,8.8K,11.4K,11
japanfriends,2.5M,2.2M,246.9K,427,1.1K,12
japanfriends,2.1M,2.3M,288.6K,463,1.1K,11
jashlem,26.8M,1.8M,310.8K,729,422,12
jashlem,26.8M,1.8M,310.8K,729,422,11
jasminechiswell,16.2M,2.3M,264.4K,551,106,11
jasonderulo,56.1M,3.4M,225.5K,561,15.8K,11
jauncydev,2.3M,921.5K,165.1K,763,2.4K,11
jawarshere,852K,2.5M,325K,863,401,11
jaxwritessongs,12.9M,3.3M,433.4K,4.6K,876,12
jaxwritessongs,12.4M,3.7M,671.3K,7.6K,2.6K,11
jayandsharon,2.4M,4.2M,488.6K,2.1K,11.4K,12
jayfujiwara,2.1M,2.8M,183.3K,670,865,12
jaykindafunny8,25M,8.4M,582.8K,2.1K,2.2K,12
jaykindafunny8,24.5M,2.2M,126K,636,1.9K,11
jaynagy,8.8M,1.3M,171.8K,601,9.8K,12
jayrscottyy,3.1M,924K,226.8K,1.9K,2.2K,12
jayrscottyy,2.9M,968.2K,107.4K,741,3K,11
jaywheeler,6.1M,4.2M,725.7K,1.7K,1.9K,11
jdiasss_,8.2M,1.7M,382.3K,1.8K,1.2K,12
jdiasss_,8.1M,6.8M,1.4M,5K,3.4K,11
jdpantoja,31.9M,2.5M,451.1K,3.3K,784,12
jdpantoja,31.4M,4.6M,732.2K,4.3K,906,11
jeffwittek,2M,3.9M,496.8K,526,1K,12
jefripradewa,246.4K,925K,118.3K,1.6K,4.2K,12
jejenvalda,3.9M,2.2M,240.7K,711,187,11
jelena.unforgetable,183.1K,6.2M,434.5K,1.6K,418,11
jemimajune_,569.3K,4.5M,510.1K,856,894,11
jennialarcon_,4M,1.9M,368K,978,536,12
jennialarcon_,3.7M,2.6M,452.3K,1.3K,1K,11
jennychallita,4.6M,2.3M,131.7K,1.1K,926,12
jennyhan,2M,3.1M,561.2K,2.7K,2.9K,11
jennylek,755.9K,1.1M,326.1K,901,802,11
jeremyhutchins,10.3M,1.2M,166.7K,2.1K,211,11
jericktriana,3M,2.1M,118.3K,419,1.6K,11
jerofreixas,1.8M,1.1M,138.8K,809,2K,11
jessechrisss,3.6M,3M,665.5K,1.7K,865,11
jessie.shen,6.8M,2.7M,338.6K,1.3K,686,12
jessnolimit999,6.9M,4.1M,379.5K,2.2K,536,12
jesusangelperezoficial,3.7M,1.7M,209.6K,353,2.2K,11
jesusnalgas,3.9M,3.4M,325.9K,4.3K,6.3K,12
jesusnalgas,3.6M,1.7M,244.3K,3.2K,4.2K,11
jezzzini,2.8M,862.4K,177.2K,913,2.8K,11
jhothsa,14M,1.4M,227.2K,1.5K,2.5K,11
jiembasands,4.9M,3.4M,247.4K,207,264,12
jiembasands,4.8M,1.5M,245.3K,1.1K,3.2K,11
jimena.jimenezr,25.7M,2.3M,353.5K,900,1K,12
jimena.jimenezr,25.2M,7.2M,816K,1.4K,1.9K,11
jimenibby,1.6M,2.3M,404.6K,2K,693,11
jimmydarts,9.8M,4.3M,607.7K,2.9K,894,12
jimmydarts,9.1M,1.6M,266.8K,1.2K,319,11
jimmywells96,2.2M,1.1M,133.8K,832,2.1K,12
jindaouis,2.5M,2M,254.2K,733,862,12
jindaouis,2.4M,3.5M,551.5K,2.6K,2K,11
jjeverettrose,4.3M,2.3M,375.1K,1.6K,1.5K,12
jjeverettrose,4.2M,2.3M,367.7K,1.4K,1.5K,11
jkartsoccer_tiktok,1.5M,5.8M,288.9K,813,1.2K,12
jlo,15.4M,1.5M,118.9K,1.8K,417,12
jmartineze_,23.7M,1.8M,235K,651,314,12
jmartineze_,23.4M,1.9M,298K,905,810,11
joaodoce,3.3M,3.4M,352.9K,2.8K,1.7K,12
joaoferdnan,8.8M,2.3M,274.6K,4.1K,6.9K,12
joaoferdnan,8.4M,1.2M,173.4K,2.2K,3.7K,11
joe.bartolozzi,21M,1.8M,301.6K,1.9K,492,12
joe.bartolozzi,20.5M,2.4M,395.6K,2.8K,725,11
joelbergs,11.6M,1.7M,242.6K,499,554,12
joerauth_,6.2M,1.4M,217.1K,610,947,12
joerauth_,5.8M,1.6M,268.5K,609,1K,11
johaanzu,4.4M,2.5M,319.6K,1.3K,1.2K,12
johnnysins,7.9M,1.5M,207.2K,1.5K,735,11
johnsonfiles,296.6K,1.6M,181.5K,476,8.3K,12
jolly_good_ginger,3.2M,992.3K,115.2K,3.1K,1.3K,12
jomaryee,9.2M,1.8M,211K,653,1.1K,11
jombospice,9.8M,5.6M,648.9K,1.6K,554,12
jombospice,9.4M,1.5M,191.9K,1.9K,553,11
jonata_26,6.9M,2.4M,354K,663,1.6K,12
jonata_26,6.4M,3M,453K,689,1.6K,11
jonatan.clay,2.9M,6.7M,1.1M,6.2K,3.6K,11
jongmineyo,15.2M,4.3M,275.3K,1.8K,2.2K,12
jooj,12M,2.2M,241.5K,517,641,11
jordanavucetic,3.2M,1.5M,288.7K,1.2K,320,12
jordanavucetic,3M,1.7M,390.3K,3.2K,606,11
jordanbardella,292.2K,1.7M,178.9K,4.6K,3.2K,11
jordy2d,3.3M,1.6M,196.7K,314,884,11
jorgito_guayaco_o,4.5M,1.3M,40.8K,519,11.9K,12
jorgitoparrillero,1.6M,1.4M,72.2K,327,5.9K,12
jose_arrt,2.3M,3.8M,149.1K,2.4K,518,12
joshhelfgott,5.1M,989.5K,208.6K,2.1K,1.8K,11
joshpeck,7.8M,2.9M,369.7K,627,1.3K,11
joshrichards,25.7M,1.9M,248K,778,403,11
joshtgodfrey,1.1M,3.7M,464.6K,3.9K,4.7K,12
joshtgodfrey,785.3K,1.7M,178.8K,2.9K,3.5K,11
joslum,13.9M,1.6M,297.3K,795,385,11
jostyle_17,1.6M,2.4M,290.4K,1.1K,3.5K,12
joycaledelire,3.6M,2M,325.6K,1.6K,2.2K,12
juandamc,19.7M,8.1M,2M,5.2K,5.2K,12
juandamc,19.1M,9.2M,2.2M,11.1K,9.3K,11
juanpazurita,13.3M,1.8M,240.8K,399,691,11
jubiandxian,6.4M,2.8M,486.9K,1.1K,1.1K,12
jubiandxian,6.1M,2.6M,380.2K,1.2K,1.2K,11
juhmazzocco,8.1M,1.7M,251.1K,434,719,11
juicy_ankles,2.4M,1.2M,268.7K,864,876,11
juixxe,3.2M,1.7M,227K,759,330,11
jujumaoo,701.5K,2.4M,254.6K,671,1.3K,12
julesleblanc,18.9M,1.5M,214.9K,1.1K,259,12
julesleblanc,18.9M,2.4M,561K,1K,186,11
juliagisella,13.5M,3M,377.1K,2.4K,1.6K,12
juliano,11.4M,2.8M,322.7K,772,574,12
juliano,10.9M,2.1M,199.1K,833,495,11
juliapuzzuoli,13.5M,2M,259.1K,367,581,12
