Tiktoker name,Subscribers,Views avg.,Likes avg.,Comments avg.,Shares avg.,Month
steveioe,10.9M,1.4M,254K,888,1.5K,6
story_7647,571.1K,1.6M,316.5K,358,6.1K,6
straange_56guuuuy,5.9K,1.5M,276.6K,2.2K,10.8K,6
strangehumano,9.2M,4.6M,656.7K,2.2K,1.6K,6
straykids_japan,7.6M,849.6K,255.3K,6.7K,4.7K,6
subwaysurfersofficial,4.3M,4.2M,677.1K,8.4K,963,6
sucss.s,10.7M,2.7M,608.5K,2.8K,649,6
supadupahumble,2.2M,2.7M,540.3K,1.7K,6.9K,6
surfinsafari,105.7K,2M,221.1K,1.4K,1.7K,6
susymourizz,7.2M,2M,229.3K,2.7K,1.3K,6
swaggyj.enny,546.3K,1.5M,316.2K,1.6K,1.2K,6
tai.tl2,396.9K,1.2M,212.4K,1.7K,3.3K,6
talalionaire,593K,5.6M,404.1K,10.9K,8.1K,6
talfishman,2.2M,1.6M,206.5K,1.5K,837,6
tangmokoko,901.5K,3M,191.4K,1.6K,467,6
tannertan36,689.8K,926.2K,249.3K,1.9K,3.6K,6
taylorfrankiepaul,3.6M,3.5M,155.7K,1.2K,443,6
teddyteclebrhan,863.2K,1.2M,140.5K,585,4K,6
terryreloaded,5.9M,4.7M,946.9K,7.1K,13.2K,6
tessteur,83.4K,940.8K,81.9K,704,10.8K,6
teukuryantr,3.7M,2.2M,215.9K,1.4K,1.6K,6
texasboi78,21.4K,1.4M,89K,900,19K,6
thallyssonsb,9.6M,2.6M,388.8K,4.2K,6K,6
thanhyvo,11.5M,3.9M,245.1K,1.1K,202,6
thatlittlepuff,28.6M,4.6M,476.5K,916,1.2K,6
thaybeou40,4.1M,4.1M,363.6K,2K,290,6
the.historical,201.5K,2.9M,346.2K,4.8K,5.1K,6
theandrewschulz,3.5M,2.6M,474.1K,2.7K,11.8K,6
thebenjishow,5.7M,1.8M,274.1K,1.1K,1.5K,6
thebosswives,1.1M,2.2M,206.2K,808,4.2K,6
thecoreyb,8.7M,905.9K,141.4K,808,5.6K,6
theevaelfie,4.1M,1.6M,194.1K,3.5K,1.2K,6
thegervaisshrine,135.3K,2.3M,232.9K,1.2K,3.7K,6
thehealchef,2M,2.5M,374.5K,3K,2.7K,6
thekapelariz,1.4M,1.8M,255.9K,1.5K,741,6
thekauczuk,644.9K,2.4M,205.1K,2K,358,6
thekidlaroi,3.1M,3.5M,448.5K,3.6K,3.1K,6
thelondoncharles,5.9M,2.7M,637.4K,2.4K,2.2K,6
themysteriouschef,4.7M,1.9M,187.8K,1.1K,1.2K,6
theovon,2.1M,1.4M,127.3K,1.3K,12.3K,6
therealhammytv,14.8M,6.4M,322.5K,2.1K,17.3K,6
therealmaneskin,5.7M,2.9M,339.8K,1.6K,974,6
therock,53.1M,2.7M,422.7K,5.9K,2.9K,6
thestradman,3.2M,4M,587.8K,7.4K,2.4K,6
thesupercole,21.9M,8M,848.8K,3.3K,2.1K,6
thethai.14,445.2K,2.9M,182.4K,1.1K,841,6
thethinktok,666.1K,1.7M,152.1K,1.9K,7.1K,6
thiagobarrosoficial,3.6M,2M,223.7K,901,950,6
thiagobarrosoficial,3.6M,2M,223.7K,901,950,6
thinfrog,1.5M,2.3M,204.3K,1.4K,863,6
thinhung99,6.2M,2.6M,295.7K,4.6K,965,6
thiskasai,884K,1.5M,272.5K,1.7K,6.7K,6
tiahranelson,4.4M,890K,260.8K,4.1K,2.9K,6
tifannylm,8.3M,4M,451.2K,1.3K,517,6
tik_tok_bhadie,1.6M,4.6M,1.2M,4.1K,6.6K,6
tiktokchavs_,1.4M,1.2M,203.5K,1.3K,2.4K,6
tmaai_,91.8K,1.3M,170.9K,638,4.4K,6
tombrady,4.2M,5.5M,551.6K,4.5K,6.9K,6
tomjamesr,77.1K,2.2M,298.7K,1.1K,956,6
tommyinnit,11.5M,1.3M,366.3K,5.4K,1.1K,6
tonylopez,23.1M,2.1M,252K,1.3K,460,6
tooturnttony,17M,4.1M,494.3K,4.4K,1.3K,6
trainee_a,3.1M,1M,280.2K,3K,2.5K,6
trashywashyy,3.6M,3.8M,288.9K,1.1K,355,6
trevorwallace,8M,2.8M,269.4K,673,7.6K,6
tsezy,4.8M,2M,253.5K,1.9K,735,6
tsonghanwu,6.4M,2.2M,358K,652,932,6
tuananh_villa699,1.9M,1.7M,251.2K,3.8K,1.1K,6
tuankiet.2000,3.4M,2.2M,258.4K,1.3K,386,6
tulio_sasaya,468.5K,1.6M,366.9K,2.1K,1.5K,6
tunico80,6.7M,1.8M,297.8K,1.8K,1.8K,6
turquoise.dec,469.4K,1.4M,302.8K,1.2K,1.3K,6
tuvok12,12.7M,9.3M,1.3M,1.1K,1K,6
twice_tiktok_official,15.9M,4.9M,1.3M,21.8K,12.8K,6
txt.bighitent,17.3M,4.2M,1.3M,21.4K,7.8K,6
ty.funnyfunny,237.7K,1.2M,240.9K,5K,14.9K,6
unboxing.id,100K,2.1M,203.9K,1.3K,643,6
unlabeled_,1.2M,3.3M,610.5K,1.7K,648,6
unlap1n,124.2K,803.5K,263.2K,2K,2.5K,6
unreal_keanu,3.7M,1.8M,187.9K,6.4K,2K,6
usso96,7M,4M,303.1K,889,1.8K,6
ustazebitlew,3.3M,2.4M,195.2K,3.6K,2.4K,6
valuza.z,1.9M,2.1M,365.7K,1.3K,748,6
vancityreynolds,20.1M,3.8M,973.5K,3.4K,2.5K,6
vanessalopesr,23.3M,3.9M,387.9K,3.2K,1.8K,6
vanrezaputra,320.1K,1.9M,163.3K,2.3K,1.8K,6
vasif.yahyayev95,1.6M,2.3M,117.9K,1K,1.9K,6
veganpastrychef,2M,2.5M,380.5K,2.1K,4.1K,6
veliaveve_,2.5M,2.1M,361.3K,1.4K,337,6
venao2323,4.5M,1.8M,175.7K,1.2K,1.9K,6
vhackerr,14.4M,3.7M,737.6K,9.6K,5.3K,6
vibin.wit.tay,3.7M,2.8M,652K,2.9K,12.4K,6
victormelo,20.9M,5.1M,745.1K,4.1K,5.2K,6
videomusic.oficial,2M,1.5M,140K,284,5.5K,6
vidhia_r,6.7M,3.2M,382.9K,4.7K,3.9K,6
vienvibi_899,6.7M,3.2M,330.6K,1.3K,285,6
vietphuongthoa98,11M,3.7M,426.6K,1.8K,387,6
viki_tory88,310.6K,1.9M,48.8K,208,12.9K,6
viliacarl,3.2M,3.1M,281.5K,785,1.2K,6
vilmeijuga,13.3M,3.2M,321.6K,3.6K,1.9K,6
vinhtech.review,753K,4.2M,225.6K,3K,1.1K,6
viralatacaramelo,1.5M,2.1M,526.3K,4.9K,1.7K,6
virginiafonseca,32.5M,4.3M,495.1K,2.3K,946,6
vitoou,52.4K,1M,179.3K,3.3K,10.9K,6
vzelivx,731.3K,2.1M,271.2K,2.6K,1.3K,6
wawazainal92,116.7K,1.7M,216.1K,3.9K,2.6K,6
wessamq,5.2M,8.3M,860.9K,4.7K,6.2K,6
wigofellas,33.3M,3.2M,163.5K,606,1.3K,6
williamlast_krm,4.6M,2M,210.6K,2.9K,2.4K,6
williesalim,13.3M,4.3M,260.8K,6K,1.8K,6
wisdm8,8.2M,1.4M,277.5K,2.6K,1.6K,6
wuesilva,12.5M,1.9M,236.4K,1.6K,1.6K,6
xtnam1,2M,1.3M,352.8K,1.5K,1.2K,6
xxlechuga,4.1M,1.2M,293.1K,1.3K,2K,6
xxxten1369,3.7M,2.8M,335.1K,1K,1.8K,6
yahia_x,2.2M,4M,189.9K,1K,3.1K,6
yasincengiz38,1.5M,5.3M,141.5K,433,4.5K,6
yescyrille,3M,3M,196.5K,967,2.2K,6
yesimresmi1,16.6M,3.3M,223.4K,1.5K,850,6
yg_treasure_tiktok,4.2M,2.3M,645.4K,10.2K,6.2K,6
ygnazz,1.5M,1.2M,214.8K,1.6K,2.6K,6
yizaroff,4.9M,1.8M,252.2K,2.9K,551,6
yk_osiris,1.9M,3M,373.6K,4K,6.3K,6
yogaarizona,1M,3.7M,352.7K,1.8K,1.9K,6
yucholoco,2.2M,2M,226.2K,6.8K,3.9K,6
yunggravy,3.8M,2.8M,431.9K,2.7K,3K,6
yurielkysojeda,13.7M,2M,293.7K,1.3K,515,6
yzn47,6.1M,13.1M,555.5K,3.6K,20.1K,6
zachking,68.8M,3.5M,394.4K,1.4K,650,6
zakuryyy,423.5K,2.6M,359.3K,1.9K,5K,6
zappingtv.it,146.2K,2.3M,150K,426,2K,6
zara,2.6M,6.2M,235.5K,786,399,6
zeinabharake,13.5M,2.6M,399.2K,1.5K,637,6
zeth,12.5M,6.7M,1.3M,3K,7.7K,6
zodiac.boyfriend,1.8M,1.9M,272.7K,6.8K,3.6K,6
zowloficial,1.1M,1.4M,178.1K,1.4K,2.1K,6
zrt.foot,100.8K,2.3M,218K,1.7K,6.4K,6
zubarefff,4M,1.9M,249K,1.3K,1.6K,6
